AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11968469,12380,8/1/2019,10/29/2021,Assisted Living Facility,TOUCH OF GRACE ASSISTED LIVING FACILITY  LLC,3425 SW RIVERA ST,,PORT ST LUCIE,FL,34953-3763,St. Lucie,(772) 905-7536,3425 SW RIVERA ST,,PORT ST LUCIE,FL,34953-3763,St. Lucie,LICENSED,TOUCH OF GRACE ASSISTED LIVING FACILITY LLC,2/8/2013,ECLAIRE CHERISOL,6,For-Profit,
11967572,11583,5/22/2019,8/19/2021,Assisted Living Facility,TOUCH OF KLASS A. L. F. INC,560 SW 60TH AVE,,PLANTATION,FL,33317-3948,Broward,(954) 548-4889,560 SW 60TH AVE,,PLANTATION,FL,33317-3948,Broward,LICENSED,TOUCH OF KLASS ALF  INC.,3/25/2009,ANGELLA PITTERSON,6,For-Profit,
11969706,13452,4/23/2020,4/22/2022,Assisted Living Facility,TOWN AND COUNTRY ASSISTED LIVING LLC,2440 SELLECK AVENUE,,NEW SMYRNA BEACH,FL,32168,Volusia,(386) 527-8899,4278 MAYFAIR LANE,,PORT ORANGE,FL,32129,Volusia,LICENSED,Town and Country Assisted Living LLC,3/31/2020,LISA MCCUTCHEON,6,For-Profit,www.townandcountryassistedliving.com
11966386,10577,1/6/2019,4/5/2021,Assisted Living Facility,TRADITION OF THE PALM BEACHES (THE),4880 LORING DRIVE,,WEST PALM BEACH,FL,33417,Palm Beach,(561) 687-3005,4880 RYNA GREENBAUM DR,,WEST PALM BCH,FL,33417-8410,Palm Beach,LICENSED,THE TRADITION OF THE PALM BEACHES  INC.,12/27/2004,STEPHANIE FRAZIER,144,Not-For-Profit,morselife.org
11968753,12639,3/17/2019,6/14/2021,Assisted Living Facility,TRAILWINDS ASSISTED LIVING  LLC,14929 SW 39TH ST,,MIAMI,FL,33185,Miami-Dade,(305) 220-1845,14929 SW 39TH ST,,MIAMI,FL,33185,Miami-Dade,LICENSED,TRAILWINDS ASSISTED LIVING LLC,10/28/2014,SARAH LOCIER,6,For-Profit,
11969638,13437,3/25/2020,6/22/2022,Assisted Living Facility,TRANQUILITY LIVING CARE,1609 SOUTHEAST CHELLO LN,,PORT SAINT LUCIE,FL,34983,St. Lucie,(772) 621-0622,1609 SOUTHEAST CHELLO LN,,PORT SAINT LUCIE,FL,34983,St. Lucie,LICENSED,TRANQUILITY LIVING CARE INC,11/14/2019,ZULIA BRENOVIL-SAINTIL,6,For-Profit,
11968135,12097,11/16/2019,2/13/2022,Assisted Living Facility,TRANQUILITYVILLA INC,9637 APACHE BLVD,,WEST PALM BEACH,FL,33412-1735,Palm Beach,(561) 784-5837,9637 APACHE BLVD,,WEST PALM BEACH,FL,33412-1735,Palm Beach,LICENSED,TRANQUILITYVILLA INC.,7/8/2011,KEITH D. HALL,5,For-Profit,tqalf.com
11966600,10774,12/29/2019,3/28/2022,Assisted Living Facility,TRANSFORMATION ASSISTED LIVING,1963 CONTINENTAL BLVD,,ORLANDO,FL,32808,Orange,(407) 575-0492,1963 CONTINENTAL BLVD,,ORLANDO,FL,32808,Orange,LICENSED,TRANSFORMATION ASSISTED LIVING INC,11/12/2007,LORRAINE ALLEYNE,6,For-Profit,
11967962,11948,7/1/2019,9/28/2021,Assisted Living Facility,TRANSITION CARE ASSISTED LIVING FACILITY,1613 SW MERIDIAN AVE,,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 408-6675,1613 SW MERIDIAN AVE,,PORT SAINT LUCIE,FL,34953,St. Lucie,LICENSED,TRANSITION CARE ASSISTED LIVING FACILITY CORP,10/12/2010,PAMELA TURNER,5,For-Profit,
11966543,10720,4/18/2018,4/17/2020,Assisted Living Facility,TREASURE CARE ASSISTED LIVING LLC,5841 NW 56TH PLACE,,TAMARAC,FL,33319,Broward,(561) 460-9295,5841 NW 56TH PLACE,,TAMARAC,FL,33319,Broward,IN REVIEW,TREASURE CARE ASSISTED LIVING L.L.C.,4/18/2018,MONTHIA RICKETTS,6,For-Profit,
11967747,11749,3/5/2020,3/4/2022,Assisted Living Facility,TREASURE COAST ALF INC,642 SW JACOBY AVE,,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 224-2772,4183 WORLINGTON TERR,,FORT PIERCE,FL,34947,St. Lucie,LICENSED,TREASURE COAST ALF INC.,5/5/2010,DEVOLINE RAMSAY,6,For-Profit,
11969429,13231,10/26/2018,1/23/2021,Assisted Living Facility,TREASURED LIVES ALF LLC,14842 69 ST N,,LOXAHATCHEE,FL,33470,Palm Beach,(561) 307-9474,14842 69 ST N,,LOXAHATCHEE,FL,33470,Palm Beach,LICENSED,TREASURED LIVES ALF LLC,7/24/2018,LUGDIE JONASSAINT,4,For-Profit,
11943030,8336,3/17/2019,6/14/2021,Assisted Living Facility,TREEMONT ON THE PARK,3881 NE 3RD AVE,,OAKLAND PARK,FL,33334-1259,Broward,(954) 563-0276,3881 NE 3RD AVE,,OAKLAND PARK,FL,33334-1259,Broward,LICENSED,ORCHARD PARK AT DEERFIELD CORP,3/17/1999,STEPHEN GEORGE TARQUINIO,34,For-Profit,
11966687,10823,4/28/2020,4/27/2022,Assisted Living Facility,TRINITY CARE INC,1298 VICTORIA DRIVE,,WEST PALM BEACH,FL,33406,Palm Beach,(561) 602-9704,1298 VICTORIA DRIVE WEST,,WEST PALM BEACH,FL,33406,Palm Beach,LICENSED,TRINITY CARE ASSISTED LIVING FACILITY INC,3/14/2014,NALINI ASHDOWN,6,For-Profit,
11969449,13281,3/14/2019,6/11/2021,Assisted Living Facility,TRINITY COMMUNITY LIVING,308 SW SHELBY AVE,,MADISON,FL,32340,Madison,(850) 212-3491,PO BOX 1143,,MADISON,FL,32340,Madison,LICENSED,TRINITY COMMUNITY LIVING  LLC,1/16/2019,GLORIA JEAN MOBLEY,5,For-Profit,
11969490,13270,2/7/2019,5/7/2021,Assisted Living Facility,TRINITY SPRINGS,12120 COUNTY RD 103,,OXFORD,FL,34484,Sumter,(352) 633-4030,12120 COUNTY RD 103,,OXFORD,FL,34484,Sumter,LICENSED,ELIM SENIOR HOUSING  INC.,2/7/2019,MICHAEL VANNUCCI,165,Not-For-Profit,www.trinitysprings.org
11967972,11954,2/7/2019,5/7/2021,Assisted Living Facility,TRIPLET ADORABLE ASSISTED LIVING INC,1105 NE 134TH ST,,NORTH MIAMI,FL,33161,Miami-Dade,(305) 331-1056,1105 NE 134TH ST,,NORTH MIAMI,FL,33161,Miami-Dade,LICENSED,TRIPLET ADORABLE ASSISTED LIVING  INC.,10/21/2010,RICHARD SASSMANN,6,For-Profit,
11968047,12024,7/14/2019,10/11/2021,Assisted Living Facility,TROPICAL ALF INC (THE),8495 SW40 TERRACE,,MIAMI,FL,33155,Miami-Dade,(305) 220-6861,8495 SW40 TERRACE,,MIAMI,FL,33155,Miami-Dade,LICENSED,TROPICAL ALF INC (THE),3/2/2011,JOHANNA CASTANEDA,6,For-Profit,
11963924,7979,4/15/2020,10/14/2020,Assisted Living Facility,TROPICAL ASSISTED LIVING LLC,8325 SW 37TH ST,,MIAMI,FL,33155,Miami-Dade,(305) 554-4106,8325 SW 37TH ST,,MIAMI,FL,33155,Miami-Dade,PROVISIONAL,Tropical Assisted Living LLC,4/15/2020,BEATRIZ REINALDO BELLO,6,For-Profit,
11967674,11690,11/10/2019,2/7/2022,Assisted Living Facility,TROPICAL GARDEN VILLAS (NORTH),420 CRESCENT CIR,,LAKE PARK,FL,33403-2206,Palm Beach,(561) 574-6954,P O BOX 530058,,LAKE PARK,FL,33403,Palm Beach,LICENSED,TROPICAL GARDEN VILLAS  INC.,7/31/2009,RICHARD MCCARTHY,16,For-Profit,
11911858,7903,11/7/2019,2/4/2022,Assisted Living Facility,TROPICAL GARDEN VILLAS INC (ANNEX),428 S F ST,,LAKE WORTH,FL,33460-4314,Palm Beach,(561) 383-2992,PO BOX 1026,,LAKE WORTH,FL,33460-1026,Palm Beach,LICENSED,TROPICAL GARDEN VILLAS  INC.,8/11/2005,RICHARD MCCARTHY,12,For-Profit,
11910385,5553,11/7/2019,2/4/2022,Assisted Living Facility,TROPICAL GARDEN VILLAS INC (HOME),432 S F ST,,LAKE WORTH,FL,33460-4314,Palm Beach,(561) 383-2992,PO BOX 1026,,LAKE WORTH,FL,33460-1026,Palm Beach,LICENSED,TROPICAL GARDEN VILLAS  INC.,4/14/2003,RICHARD MCCARTHY,12,For-Profit,
11965890,10216,10/15/2019,10/27/2018,Assisted Living Facility,TROPICAL HEAVEN  INC.,14201 SW 48TH LN,,MIAMI,FL,33175-5023,Miami-Dade,(305) 207-6963,14201 SW 48TH LN,,MIAMI,FL,33175-5023,Miami-Dade,IN LITIGATION,TROPICAL HEAVEN INC.,7/12/2002,YUDYTH PEREZ,6,For-Profit,
11967383,11392,7/14/2018,10/11/2020,Assisted Living Facility,TROPICAL LIVING CLUB 2,320 FORTENBERRY ROAD,,MERRITT ISLAND,FL,32952,Brevard,(321) 452-7644,320 FORTENBERRY ROAD,,MERRITT ISLAND,FL,32952,Brevard,LICENSED,CHRISTOPHER MANAGEMENT INC,7/14/2008,ROBIN ESPINET,11,For-Profit,www.tropicallivingclub.com
11966900,11040,6/20/2019,9/17/2021,Assisted Living Facility,TROPICAL PARADISE ALF INC,14112 SW 145 PLACE,,MIAMI,FL,33186,Miami-Dade,(786) 573-0390,14112 SW 145 PLACE,,MIAMI,FL,33186,Miami-Dade,LICENSED,TROPICAL PARADISE ALF INC,3/7/2007,CARINE LESPINASSE,6,For-Profit,
11967941,11939,1/6/2019,4/5/2021,Assisted Living Facility,TROPICAL PARADISE VILLA ASSISTED LIVING AND RETIREMENT,1593 BRICKYARD ROAD,,CHIPLEY,FL,32428,Washington,(850) 638-6999,1593 BRICKYARD ROAD,,CHIPLEY,FL,32428,Washington,LICENSED,TROPICAL PARADISE VILLA,11/4/2014,JUDY E. BROWN,12,For-Profit,
11969149,12997,4/14/2019,7/12/2021,Assisted Living Facility,TROUT RIVER ASSISTED LIVING FACILITY,9821 RIBAULT AVE,,JACKSONVILLE,FL,32208,Duval,(904) 887-3931,4106 WOODLEY CREEK RD,,JACKSONVILLE,FL,32218,Duval,LICENSED,TROUT RIVER ASSISTED LIVING FACILITY,12/23/2016,VALARIE SAWYER,6,For-Profit,
11968041,12007,6/1/2019,8/29/2021,Assisted Living Facility,TROY & GREG CORP,12260 SW 184 STREET,,MIAMI,FL,33177,Miami-Dade,(305) 256-9025,12260 SW 184 STREET,,MIAMI,FL,33177,Miami-Dade,LICENSED,TROY & GREG CORP.,2/17/2011,MAYBEL VALDES,6,For-Profit,
11969595,13379,12/9/2019,3/12/2022,Assisted Living Facility,TRUE VALLEY CARE LLC,935 LAKE SHERWOOD DR,,ORLANDO,FL,32818,Orange,(321) 276-8403,935 LAKE SHERWOOD DR,,ORLANDO,FL,32818,Orange,LICENSED,YVETTE G CHERAZAR,9/17/2019,YVETTE G CHERAZAR,5,For-Profit,
11967729,11821,6/1/2018,5/31/2020,Assisted Living Facility,TURNER CARE,5483 NEFF LAKE RD,,BROOKSVILLE,FL,34601,Hernando,(352) 796-3733,5483 NEFF LAKE RD,,BROOKSVILLE,FL,34601,Hernando,LICENSED,TURNER CARE ALF LLC,10/21/2009,FREDERICK G. TURNER  III,7,For-Profit,turnercare.com
11969471,13248,12/6/2018,3/5/2021,Assisted Living Facility,TUSCAN GARDENS OF PALM COAST,650 COLBERT LANE,,PALM COAST,FL,32137,Flagler,(386) 597-1588,PO BOX 1511,,ORLANDO,FL,32802,Orange,LICENSED,Tuscan Gardens of Palm Coast Management Company LLC,11/2/2018,NANCY MEREDITH,175,For-Profit,
11969091,12918,10/24/2018,1/21/2021,Assisted Living Facility,TUSCAN GARDENS OF VENETIA BAY,841 VENETIA BAY BLVD,,VENICE,FL,34285,Sarasota,(941) 244-4288,841 VENETIA BAY BLVD,,VENICE,FL,34285,Sarasota,LICENSED,TUSCAN GARDENS OF VENETIA BAY MANAGEMENT COMPANY  LLC,8/22/2016,ALICIA POWERS-TURNER,150,For-Profit,tuscangardensofvenetiabay.com
11968475,12357,12/21/2018,3/20/2021,Assisted Living Facility,TUSCANY HOUSE,5806 INDIGO CROSSING DR,,ROCKLEDGE,FL,32955,Brevard,(321) 704-0300,5806 INDIGO CROSSING DR,,ROCKLEDGE,FL,32955,Brevard,LICENSED,LOVING SENORS  INC.,12/21/2016,JOSEPH PELTON,5,For-Profit,www.lovingseniorstuscany.com
11969391,13192,6/25/2018,9/22/2020,Assisted Living Facility,TUSCANY SHORES,451 WENTHROP CIR,,ROCKLEDGE,FL,32955,Brevard,(321) 704-0300,451 WENTHROP CIR,,ROCKLEDGE,FL,32955,,LICENSED,LOVING SENORS  INC.,4/20/2018,CHERI PELTON,5,For-Profit,www.lovingseniorstuscany.com
11968681,12529,12/21/2018,3/20/2021,Assisted Living Facility,TUSCANY VILLA,1394 ENCLAVE DR,,ROCKLEDGE,FL,32955-6261,Brevard,(321) 704-0300,1394 ENCLAVE DR,,ROCKLEDGE,FL,32955-6261,Brevard,LICENSED,LOVING SENORS  INC.,12/21/2016,CHERI PELTON,5,For-Profit,www.lovingseniorstuscany.com
11963817,5522,1/1/2020,9/29/2020,Assisted Living Facility,TUSCANY VILLA OF NAPLES,8901 TAMIAMI TRAIL EAST,,NAPLES,FL,34113,Collier,(239) 775-2233,400 CENTRE ST,ATTN: LICENSING,NEWTON,MA,02458-2094,,PROVISIONAL,SNH FLA TENANT LLC,1/1/2020,VINCENT PETROSINI,150,For-Profit,https://www.fivestarseniorliving.com/communities/fl/naples/tuscany-villa-of-naples
11911081,5462,6/30/2019,9/27/2021,Assisted Living Facility,TWIN CITIES PAVILION,1053 JOHN SIMS PARKWAY,,NICEVILLE,FL,32578,Okaloosa,(850) 833-9212,207 HOSPITAL DRIVE  NE,,FORT WALTON BEACH,FL,32548,Okaloosa,LICENSED,ALTERNATIVE LIVING  INC,3/14/2005,KIMBERLY FRALEY,50,Not-For-Profit,www.elder-services.org
11969313,13122,4/6/2020,10/6/2020,Assisted Living Facility,TWIN CREEKS ASSISTED LIVING AND MEMORY CARE,13470 BOYETTE RD,,RIVERVIEW,FL,33569,Hillsborough,(813) 278-5800,13470 BOYETTE RD,,RIVERVIEW,FL,33569,Hillsborough,PROVISIONAL,LITHIA ASSISTED LIVING  LLC,11/18/2017,AMY VAN KLEECK (LEWIS),96,For-Profit,https://222.twincreeksretire.com/
11910780,7589,6/7/2019,9/4/2021,Assisted Living Facility,TWIN OAKS ALF,2143 NE COACHMAN RD,,CLEARWATER,FL,33765-2633,Pinellas,(727) 442-2971,PO BOX 8071,,CLEARWATER,FL,33758-8071,Pinellas,LICENSED,COACHMAN  INC.,6/6/2001,MARIA TERESITA MALAPIRA,7,For-Profit,
11942885,8322,10/6/2018,1/3/2021,Assisted Living Facility,TWINS SENIORS RESIDENCE ACLF,11334 SW 2 STREET,,MIAMI,FL,33174,Miami-Dade,(305) 559-6222,11334 SW 2 STREET,,MIAMI,FL,33174,Miami-Dade,LICENSED,TWINS SENIORS RESIDENCE ACLF INC,6/2/1994,SARA ZELDA GONZALEZ,14,For-Profit,
11965982,10285,4/3/2019,7/1/2021,Assisted Living Facility,TWO SISTER'S HOME CARE II CORP.,12335 NW 98TH AVE,,HIALEAH GDNS,FL,33018-2957,Miami-Dade,(305) 362-3707,12335 NW 98TH AVE,,HIALEAH GDNS,FL,33018-2957,Miami-Dade,LICENSED,TWO SISTERS HOME CARE II CORP,12/23/2002,CARMEN MARTINEZ,6,For-Profit,
11967789,11776,9/16/2019,12/14/2021,Assisted Living Facility,TWO SISTERS ALF INC.,1675 SW 25 AVENUE,,MIAMI,FL,33145,Miami-Dade,(786) 663-0044,1675 SW 25 AVENUE,,MIAMI,FL,33145,Miami-Dade,LICENSED,TWO SISTERS ALF  INC.,8/14/2013,JONATHAN GONZALEZ,11,For-Profit,
11967701,11695,2/13/2020,2/12/2022,Assisted Living Facility,TWO SISTERS ETERNITY CARE LLC,8610 SW 97 ROAD,,MIAMI,FL,33173,Miami-Dade,(786) 286-0145,8610 SW 97 ROAD,,MIAMI,FL,33173,Miami-Dade,LICENSED,TWO SISTERS ETERNITY CARE LLC,11/13/2013,IRAIDA ALVAREZ,6,For-Profit,
11967485,11500,12/17/2018,3/16/2021,Assisted Living Facility,TWO SISTERS LOVE & CARE INC,54-56 NW 45TH AVENUE,,MIAMI,FL,33126,Miami-Dade,(786) 534-7845,54-56 NW 45TH AVENUE,,MIAMI,FL,33136,Miami-Dade,LICENSED,TWO SISTERS LOVE & CARE INC,10/31/2008,MIRIAM ALONSO,14,For-Profit,
11965293,9692,3/31/2019,6/28/2021,Assisted Living Facility,TWO SISTERS PLACE CORP.,2591 SW 124 AVENUE,,MIAMI,FL,33175,Miami-Dade,(305) 200-5456,2591 SW 124 AVE,,MIAMI,FL,33175,Miami-Dade,LICENSED,TWO SISTERS PLACE CORP,3/31/2009,MARIA M. RODRIGUEZ,6,For-Profit,
11969601,13358,11/5/2019,2/2/2022,Assisted Living Facility,TWO SISTERS RETIREMENT HOME #2  INC,2401 SW 4TH AVE,,MIAMI,FL,33129,Miami-Dade,(305) 558-4570,2401 SW 4TH AVE,,MIAMI,FL,33129,Miami-Dade,LICENSED,TWO SISTERS RETIREMENT HOME #2 INC,9/12/2019,SILVIA BOSQUE,6,For-Profit,
11969557,13333,9/6/2019,12/4/2021,Assisted Living Facility,TWO SISTERS RETIREMENT HOME INC,15731 SW 59 TERR,,MIAMI,FL,33193,Miami-Dade,(786) 536-7153,15731 SW 59 TERR,,MIAMI,FL,33193,,LICENSED,TWO SISTERS RETIREMENT HOME INC,6/24/2019,MARIA CASTELLANOS,6,For-Profit,
11968124,12069,9/21/2019,12/19/2021,Assisted Living Facility,TWO SISTERS TENDER CARE LLC,4521 NW 6TH ST,,MIAMI,FL,33126,Miami-Dade,(786) 663-0044,4521 NW 6TH ST,,MIAMI,FL,33126,Miami-Dade,LICENSED,TWO SISTERS TENDER CARE LLC.,6/16/2011,ELIETTE ALONSO,14,For-Profit,
11967048,11128,10/2/2019,10/3/2019,Assisted Living Facility,TYVAL ASSISTED LIVING FACILITY  LLC,3526 GENEVRA AVE,,BOYNTON BEACH,FL,33436-3103,Palm Beach,(561) 364-4772,3526 GENEVRA AVE,,BOYNTON BEACH,FL,33436-3103,Palm Beach,IN LITIGATION,TYVAL ASSISTED LIVING FACILITY  LLC,10/4/2007,VALRIE D. POWELL,6,For-Profit,
11968837,12691,6/24/2019,9/22/2021,Assisted Living Facility,TZURIEL ASSISTED LIVING FACILITY INC,2710 NW 6TH ST,,CAPE CORAL,FL,33993,Lee,(239) 699-2045,2710 NW 6TH ST,,CAPE CORAL,FL,33993,Lee,LICENSED,TZURIEL ASSISTED LIVING FACILITY INC.,4/23/2015,YVONNE BAILEY,5,For-Profit,
11910765,7343,7/8/2019,10/5/2021,Assisted Living Facility,UNION HOUSE,1930 UNION ST,,CLEARWATER,FL,33763-2249,Pinellas,(727) 734-0594,1930 UNION ST,,CLEARWATER,FL,33763-2249,Pinellas,LICENSED,SIMO NET INC.,2/15/2013,MARIA RAMONA A. MARA,14,For-Profit,
11965639,9991,10/10/2019,1/7/2022,Assisted Living Facility,UNIQUE ASSISTED LIVING RESIDENCE,8501 NW 38TH STREET,,CORAL SPRINGS,FL,33065,Broward,(954) 575-8585,8501 NW 38TH STREET,,CORAL SPRINGS,FL,33065,Broward,LICENSED,WINSOME MAXINE MOORE-PALMER,10/10/2005,WINSOME MAXINE MOORE-PALMER,6,For-Profit,
11969472,13260,1/15/2019,4/14/2021,Assisted Living Facility,UNITED LIVES LEISURE FACILITIES  INC,24167 SW 114TH CT,,HOMESTEAD,FL,33032,Miami-Dade,(786) 650-2148,24167 SW 114TH CT,,HOMESTEAD,FL,33032,Miami-Dade,LICENSED,UNITED LIVES LEISURE FACILITIES INC,1/15/2019,DULCE M. PARDO,6,For-Profit,
11966144,10387,5/8/2019,8/5/2021,Assisted Living Facility,UNITED WELLNESS ALF,15040 SW 144TH CT,,MIAMI,FL,33186-5677,Miami-Dade,(305) 234-2437,15040 SW 144 CT,,MIAMI,FL,33186,Miami-Dade,LICENSED,UNITED WELLNESS ALF  LLC,5/8/2017,NIURKA MOREJON,6,For-Profit,
11969119,12946,1/3/2019,4/2/2021,Assisted Living Facility,URSULA'S HAVEN ASSISTED LIVING FACILITY,11900 NW 35TH ST,,SUNRISE,FL,33323,Broward,(954) 639-3611,11900 NW 35TH ST,,SUNRISE,FL,33323,Broward,LICENSED,URSULA'S HAVEN ASSISTED LIVING FACILIYT INC,10/31/2016,URSULA SCHMIEL-DEGAMA,6,For-Profit,
11967195,11264,1/28/2018,1/27/2020,Assisted Living Facility,VALDES RETIREMENT HOME II,8240 SW 140 AVENUE,,MIAMI,FL,33183,Miami-Dade,(305) 380-1672,8240 SW 140 AVENUE,,MIAMI,FL,33183,Miami-Dade,IN REVIEW,VALDES RETIREMENT HOME II INC,1/24/2016,LISLLET VALDES,6,For-Profit,
11965719,10070,7/16/2018,10/13/2020,Assisted Living Facility,VALDES RETIREMENT HOME  INC.,8100 SW  95 COURT,,MIAMI,FL,33173,Miami-Dade,(305) 598-4488,8100 SW  95 COURT,,MIAMI,FL,33173,Miami-Dade,LICENSED,VALDES RETIREMENT HOME  INC.,7/16/2004,LISLLET VALDES,6,For-Profit,
11964516,9016,11/20/2019,2/17/2022,Assisted Living Facility,VALENCIA HOUSE,4870 ORANGE GROVE WAY,,PALM HARBOR,FL,34684-4000,Pinellas,(727) 785-6486,4870 ORANGE GROVE WAY,,PALM HARBOR,FL,34684-4000,Pinellas,LICENSED,VALENCIA HOUSE INC,9/18/2003,LYN B. NEPOMUCENO,6,For-Profit,
11969205,13018,6/7/2017,6/6/2019,Assisted Living Facility,VALERIE'S PLACE ALF WEST,12450 GUILFORD WAY,,WELLINGTON,FL,33414,Palm Beach,(561) 315-3064,12450 GUILFORD WAY,,WELLINGTON,FL,33414,Palm Beach,IN REVIEW,LCV HOME CARE PROFESSIONAL LLC,4/18/2017,VALQUIRIA GONZALEZ,6,For-Profit,
11964704,9260,5/7/2019,8/4/2021,Assisted Living Facility,VALIZ'S PLACE,3410 NORTH MYRTLE AVENUE,,JACKSONVILLE,FL,32209,Duval,(904) 354-0026,3410 NORTH MYRTLE AVENUE,,JACKSONVILLE,FL,32209,Duval,LICENSED,VALORIE B WALLACE,2/11/2013,VALORIE B WALLACE,6,For-Profit,
11911221,5582,2/23/2020,5/23/2022,Assisted Living Facility,VANDERBILT BEACH ASSISTED LIVING FACILITY LLC,517 100TH AVENUE N,,NAPLES,FL,34108,Collier,(239) 597-5177,517 100TH AVENUE N,,NAPLES,FL,34108,Collier,LICENSED,VANDERBILT BEACH ASSISTED LIVING FACILITY LLC,2/23/2010,SANDRA MEDRANO,10,For-Profit,
11968092,12120,1/11/2018,1/10/2020,Assisted Living Facility,VANGELA'S ALF CORP,789 NW 145TH TERRACE,,MIAMI,FL,33168,Miami-Dade,(786) 356-0120,789 NW 145TH TERRACE,,MIAMI,FL,33168,Miami-Dade,IN REVIEW,VANGELA'S ASSISTED LIVING FACILITY CORP,8/20/2010,MARITZA HERNANDEZ,6,For-Profit,
11966988,11101,9/10/2019,12/8/2021,Assisted Living Facility,VARADERO RETIREMENT HOME CARE  INC.,15359 SW 23 LANE,,MIAMI,FL,33185,Miami-Dade,(305) 812-8182,15359 SW 23 LANE,,MIAMI,FL,33185,Miami-Dade,LICENSED,VARADERO RETIREMENT HOME CARE  INC.,6/11/2007,PEDRO L GONZALEZ,6,For-Profit,
11967053,11163,11/20/2019,2/17/2022,Assisted Living Facility,VARADERO RETIREMENT HOME II  INC,15372 SW 117 STREET,,MIAMI,FL,33196,Miami-Dade,(305) 408-3660,15372 SW 117 STREET,,MIAMI,FL,33196,Miami-Dade,LICENSED,VARADERO RETIREMENT HOME II  INC.,8/15/2007,JHASSELYN M GONZALEZ,6,For-Profit,
11910546,6026,8/10/2019,11/7/2021,Assisted Living Facility,VARNUM'S REST HOME  LLC,12167 NW FREEMAN ROAD,,BRISTOL,FL,32321,Liberty,(850) 643-5155,P.O. BOX 6,,BRISTOL,FL,32321,Liberty,LICENSED,VARNUM'S REST HOME LLC,1/1/1980,RUBY LEE VARNUM,45,For-Profit,
11968383,12349,10/15/2019,1/12/2022,Assisted Living Facility,VEDA ASSISTED LIVING FACILITY,1538 SE FACULTY CT,,PORT ST LUCIE,FL,34952-7603,St. Lucie,(772) 807-1513,1538 SE FACULTY COURT,,PORT SAINT LUCIE,FL,34952,St. Lucie,LICENSED,VEDADEVI LLC,10/15/2017,MOHANDAI MAHASE,4,For-Profit,
11967321,11342,5/30/2018,5/31/2020,Assisted Living Facility,VELROSE ALF,1064 BRIARWOOD BLVD NE,,PALM BAY,FL,32905,Brevard,(321) 327-8853,2315 QUARTERMAN LN,,MALABAR,FL,32950-3402,Brevard,LICENSED,VELROSE ASSISTED LIVING FACILITY LLC,6/1/2010,MARCIA ROSE,6,For-Profit,velrosealf.com
11968912,12741,10/20/2019,1/17/2022,Assisted Living Facility,VELROSE ASSISTED LIVING FACILITY 3,4457 PARKWAY DR,,MELBOURNE,FL,32934,Brevard,(321) 693-9355,2315 QUARTERMAN LN,,MALABAR,FL,32950,Brevard,LICENSED,ALLCIA  LLC,9/9/2015,MARCIA ROSE,6,For-Profit,www.velrosealf.com
11968328,12208,7/2/2018,9/29/2020,Assisted Living Facility,VELROSE ASSISTED LIVING FACILITY II,4665 HIDDEN LAKES PLACE,,MELBOURNE,FL,32934,Brevard,(321) 693-9355,2315 QUARTERMAN LANE,,MALABAR,FL,32950,Brevard,LICENSED,CEEMAR ASSISTED LIVING FACILITY  LLC,5/18/2012,MARCIA ROSE,5,For-Profit,velrosealf.com
11969448,13244,11/27/2018,2/24/2021,Assisted Living Facility,VENETIAN GARDENS HOME INC,15060 SW 63RD TERR,,MIAMI,FL,33193,Miami-Dade,(786) 253-8332,15060 SW 63RD TERR,,MIAMI,FL,33193,Miami-Dade,LICENSED,VENETIAN GARDENS HOME INC,11/27/2018,ELIZABETH ALVAREZ,6,For-Profit,
11967208,11263,3/11/2018,3/10/2020,Assisted Living Facility,VENETIAN ISLES ALF  INC,3003 SW 156 PLACE,,MIAMI,FL,33185,Miami-Dade,(305) 229-7258,3003 SW 156 PLACE,,MIAMI,FL,33185,Miami-Dade,IN REVIEW,VENETIAN ISLES ALF  INC,3/11/2008,ALEJO FELIPE,6,For-Profit,
11963877,5534,2/20/2020,5/20/2022,Assisted Living Facility,VENICE CENTER,200 NASSAU STREET NORTH,,VENICE,FL,34285,Sarasota,(941) 485-2404,200 NASSAU STREET NORTH,,VENICE,FL,34285,Sarasota,LICENSED,200 VENICE OPERATING LLC,2/20/2018,MYRA WINN,90,For-Profit,www.venicealcenter.com
11969288,13117,1/12/2020,4/11/2022,Assisted Living Facility,VENICE GREEN VILLAGE,2745 VENICE AVE E,,VENICE,FL,34292,Sarasota,(941) 488-5970,2745 VENICE AVE E,,VENICE,FL,34292,Sarasota,LICENSED,INTL ALF  LLC,9/6/2017,CHARITY ELIZABETH WILSON,50,For-Profit,
